leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag
BmJrvjSqEnXC4wEAAQgscQMUWYjp9yTNW73nzZum4DmG,2LdPsE15gum8SDCExPHuhYz2Gx66gxaETQcUruDoavSv,"Sanderok",0.1524390243902439,0.12169715447154471,50,39.916666666666664,328,0.06771996121699599,0.20905030880473402,true,-0.025643327994543823,0.14997335444957027,true
CfXY2KyS6PvGW3oeSb7NCFZcswRZp2FAJY9E96hCvvVp,8wEfU2LDRFTJf57fv1FutTkp8LEW7cR2m5L7ZNNXXMCT,"AFK Validator 0%",0.14645989974937346,0.12150167084377612,233.75000000000003,193.91666666666669,1596,0.09319134594945835,0.15692401499581707,true,0.02235830630059448,0.10197172015443198,true
51cbXxXHtwQ5WCSVkmjBrUcbZQUJjCWxvXP4mmoJiJGA,GW2AzEi3mttnuhnNH2hGqMuUz3FYKqo5Vgspp8Rx44L7,"Hive 🐝🌼",0.13385728542914171,0.12100798403193613,89.41666666666667,80.83333333333334,668,0.0801377277503692,0.17867338654134435,true,0.000635360543134067,0.12369466591189239,true
JACKALkk85FyW2RCbPbMUgZXe8BECS3fjEX64ESFNSp3,JACKAL92c9YbzNqkJR1XUNAC2uZQNNNVFnRbsZMBEwH8,"Jackal",0.14755154639175258,0.12091924398625428,57.25,46.916666666666664,388,0.07039324209114958,0.19991218320789786,true,-0.018569054022570107,0.14289908047759656,true
4rXCssbNbfGjPH727pBJXix3DPy47PN3ZVGMERdZQQ3D,GbC2vzt6S2HsUAJ46Qfh3aoG6oB9y3V4T7XD7914K5na,"Nexus 🔗 [0%]",0.14330168776371308,0.12072784810126583,226.41666666666666,190.75,1580,0.09238527486306092,0.15626846367043648,true,0.022157261047391782,0.10217276540763467,true
DQCriUSqyokJw5gA7snLqXhscRc1a7wNdgkt2ZsmK7Yd,FSZ4GBucapayiQC8w1VNpKDmzM6NZDBSZmEFZsgMteRr,"Morpheus",0.15350204498977507,0.12065439672801637,100.08333333333334,78.66666666666667,652,0.07944854562550242,0.1790742386985164,true,-0.00011502880656140413,0.12444505526158786,true
2EutAcbv7T8it6PfPQ7HbK2KFMnMC6anwkX6C3RifE5M,3JFt7NBHuz7bR1wbWVKgGLkZx9QPwnkuW2sx2nREgbbr,"Sugar Free 0% 🍹",0.1535960721868365,0.12062101910828026,192.91666666666663,151.5,1256,0.08931255341605364,0.16096478018504523,true,0.01729276027751618,0.10703726617751028,true
5yRbBQY5ZKe7VcuuwCS8wVvMfcq41gNctbdhK781Joep,25rtQR4h9BQKMcU6a1DxpZjB27dwcRUAdVb9binerD9E,"🐾 RED FOX 🐾 +MEV",0.15163845486111113,0.12033420138888888,232.91666666666669,184.83333333333331,1536,0.09168644970610881,0.1563918599597382,true,0.021588279315409943,0.10274174713961651,true
3kiyzZdvgkxhkef8v8cgbWe7JJ6a7NyNDpXMPnEUpb7x,5vfEHBMSCTkR41GeKLyLb6ua6dd632eCpEXYC4YzG5df,"QuantumElevator™",0.15789473684210528,0.11995614035087719,60.00000000000001,45.583333333333336,380,0.06927705244953979,0.1997522998914535,true,-0.01941445997951064,0.1437444864345371,true
ADtaKHTsYSmsty3MgLVfTQoMpM7hvFNTd2AxwN3hWRtt,DksQwx83WoiCWWCWqUQZckgfuz5oz3fTweZyFrtTZCfw,"“stryker55”",0.17602657004830918,0.11956521739130435,48.583333333333336,33,276,0.06276553764314194,0.21592383326063505,true,-0.033558395130522924,0.1578884215855494,true
BKw6h4WX1TttGQbTSULtKcVaEp6nzPxQGHexHiX27atH,ApcUbFDskBMrYJqu9orEnPSq5uMAH1YjhwR4DP2JwKT8,"Dragon Kiss",0.140284757118928,0.11882328308207706,111.66666666666669,94.58333333333334,796,0.0811648719857799,0.17070804977553003,true,0.00579915019209068,0.11853087626293578,true
CQicKXFGuG3JGUHWYyuGQYuGJ4PtKSCDs91kbW7G6dCm,FKyoehgzXD6KVSQoHJuTteXGCrChYe65k98wMckr9MN8,"Kraft K",0.15401785714285712,0.11867559523809523,103.49999999999999,79.75,672,0.07834603403442761,0.1758052926204464,true,0.000818757829418211,0.12351126862560824,true
2xKfuXN8HqaEi5L6Dwy2qZ3a5AJPM2hmZ88ZhgZgscom,6p7SQ6D3ACRYDM7x5Pjb9xa6sChaD3ZBoZxXpR2LyUZ7,"xXx with ⓿% fee + 💯% Jito MEV rewards!",0.1476537216828479,0.1183252427184466,60.833333333333336,48.75,412,0.06956164049411022,0.19414012956764243,true,-0.01618229623056052,0.14051232268558697,true
